,value,period,hidisp_s,lodisp_s,hidisp_b,lodisp_b,category
b 5 30,201664.7727586122,123.0,,201664.7727586122,,,Lower 80% of displacements
b 5 30,184301.72663551645,61.5,,184301.72663551645,,,Lower 80% of displacements
b 5 30,158357.25258429142,41.0,,158357.25258429142,,,Lower 80% of displacements
b 5 30,127874.76143258023,30.75,,127874.76143258023,,,Lower 80% of displacements
b 5 30,97748.17183553295,24.6,,97748.17183553295,,,Lower 80% of displacements
b 5 30,73084.53492353145,20.5,,73084.53492353145,,,Lower 80% of displacements
b 5 30,57770.18902758775,17.57,,57770.18902758775,,,Lower 80% of displacements
b 5 30,51384.41607501969,15.37,,51384.41607501969,,,Lower 80% of displacements
b 5 30,48910.82976767543,13.67,,48910.82976767543,,,Lower 80% of displacements
b 5 30,46012.01658972377,12.3,,46012.01658972377,,,Lower 80% of displacements
b 5 30,41624.75551953536,11.18,,41624.75551953536,,,Lower 80% of displacements
b 5 30,36814.40581124739,10.25,,36814.40581124739,,,Lower 80% of displacements
b 5 35,31885.533491510512,159.0,,243011.8224690257,,,Lower 80% of displacements
b 5 35,235877.90746382796,123.0,,235877.90746382796,,,Lower 80% of displacements
b 5 35,215575.02141520884,61.5,,215575.02141520884,,,Lower 80% of displacements
b 5 35,185236.42739789077,41.0,,185236.42739789077,,,Lower 80% of displacements
b 5 35,149588.34739985506,30.75,,149588.34739985506,,,Lower 80% of displacements
b 5 35,114351.04658396807,24.6,,114351.04658396807,,,Lower 80% of displacements
b 5 35,85494.29654296672,20.5,,85494.29654296672,,,Lower 80% of displacements
b 5 35,67564.67903335404,17.57,,67564.67903335404,,,Lower 80% of displacements
b 5 35,60080.61326375419,15.37,,60080.61326375419,,,Lower 80% of displacements
b 5 35,57182.526016615215,13.67,,57182.526016615215,,,Lower 80% of displacements
b 5 35,53793.61723421324,12.3,,53793.61723421324,,,Lower 80% of displacements
b 5 35,48663.97354641137,11.18,,48663.97354641137,,,Lower 80% of displacements
b 5 35,43035.523548910845,10.25,,43035.523548910845,,,Lower 80% of displacements
b 5 40,33702.240690148166,159.0,,278239.2788396229,,,Lower 80% of displacements
b 5 40,270069.78193151293,123.0,,270069.78193151293,,,Lower 80% of displacements
b 5 40,246819.8612105732,61.5,,246819.8612105732,,,Lower 80% of displacements
b 5 40,212078.3771277573,41.0,,212078.3771277573,,,Lower 80% of displacements
b 5 40,171259.52365199415,30.75,,171259.52365199415,,,Lower 80% of displacements
b 5 40,130918.00494508827,24.6,,130918.00494508827,,,Lower 80% of displacements
b 5 40,97896.81461253965,20.5,,97896.81461253965,,,Lower 80% of displacements
b 5 40,77405.03801467341,17.57,,77405.03801467341,,,Lower 80% of displacements
b 5 40,68875.88437604535,15.37,,68875.88437604535,,,Lower 80% of displacements
b 5 40,65581.21906892218,13.67,,65581.21906892218,,,Lower 80% of displacements
b 5 40,61705.05307739723,12.3,,61705.05307739723,,,Lower 80% of displacements
b 5 40,55818.27871303495,11.18,,55818.27871303495,,,Lower 80% of displacements
b 5 40,49345.04257418993,10.25,,49345.04257418993,,,Lower 80% of displacements
b 5 45,35487.13974089715,159.0,,313884.1851512997,,,Lower 80% of displacements
b 5 45,304670.3194598212,123.0,,304670.3194598212,,,Lower 80% of displacements
b 5 45,278447.8028830903,61.5,,278447.8028830903,,,Lower 80% of displacements
b 5 45,239263.2037247796,41.0,,239263.2037247796,,,Lower 80% of displacements
b 5 45,193221.22014077174,30.75,,193221.22014077174,,,Lower 80% of displacements
b 5 45,147712.5145956625,24.6,,147712.5145956625,,,Lower 80% of displacements
b 5 45,110453.32293115779,20.5,,110453.32293115779,,,Lower 80% of displacements
b 5 45,87321.19569052859,17.57,,87321.19569052859,,,Lower 80% of displacements
b 5 45,77686.98556736547,15.37,,77686.98556736547,,,Lower 80% of displacements
b 5 45,73968.31708041595,13.67,,73968.31708041595,,,Lower 80% of displacements
b 5 45,69600.95964109241,12.3,,69600.95964109241,,,Lower 80% of displacements
b 5 45,62966.76214706618,11.18,,62966.76214706618,,,Lower 80% of displacements
b 5 45,55667.9235226973,10.25,,55667.9235226973,,,Lower 80% of displacements
b 5 50,36172.71349983375,159.0,,349786.35748266755,,,Lower 80% of displacements
b 5 50,339519.2131912538,123.0,,339519.2131912538,,,Lower 80% of displacements
b 5 50,310298.8402304115,61.5,,310298.8402304115,,,Lower 80% of displacements
b 5 50,266633.6967251773,41.0,,266633.6967251773,,,Lower 80% of displacements
b 5 50,215325.2942771661,30.75,,215325.2942771661,,,Lower 80% of displacements
b 5 50,164607.98973157734,24.6,,164607.98973157734,,,Lower 80% of displacements
b 5 50,123079.69432906229,20.5,,123079.69432906229,,,Lower 80% of displacements
b 5 50,97292.92333757487,17.57,,97292.92333757487,,,Lower 80% of displacements
b 5 50,86553.52067558272,15.37,,86553.52067558272,,,Lower 80% of displacements
b 5 50,82414.44234727942,13.67,,82414.44234727942,,,Lower 80% of displacements
b 5 50,77557.93877008365,12.3,,77557.93877008365,,,Lower 80% of displacements
b 5 50,70178.62077412849,11.18,,70178.62077412849,,,Lower 80% of displacements
b 5 50,62060.916845623324,10.25,,62060.916845623324,,,Lower 80% of displacements
b 6 5,22768.479211313937,159.0,,32811.07490971778,,,Lower 80% of displacements
b 6 5,31878.284420302934,123.0,,31878.284420302934,,,Lower 80% of displacements
b 6 5,29221.260864083237,61.5,,29221.260864083237,,,Lower 80% of displacements
b 6 5,25242.85169591392,41.0,,25242.85169591392,,,Lower 80% of displacements
b 6 5,20549.696722918823,30.75,,20549.696722918823,,,Lower 80% of displacements
b 6 5,15872.52710095765,24.6,,15872.52710095765,,,Lower 80% of displacements
b 6 5,11967.593658081982,20.5,,11967.593658081982,,,Lower 80% of displacements
b 6 5,9421.196815446898,17.57,,9421.196815446898,,,Lower 80% of displacements
b 6 5,8244.077066014901,15.37,,8244.077066014901,,,Lower 80% of displacements
b 6 5,7767.849952491577,13.67,,7767.849952491577,,,Lower 80% of displacements
b 6 5,7325.565787507795,12.3,,7325.565787507795,,,Lower 80% of displacements
b 6 5,6696.651055769559,11.18,,6696.651055769559,,,Lower 80% of displacements
b 6 5,5987.99731315349,10.25,,5987.99731315349,,,Lower 80% of displacements
b 6 10,24267.979822254532,159.0,,65885.3190292737,,,Lower 80% of displacements
b 6 10,64014.53908790031,123.0,,64014.53908790031,,,Lower 80% of displacements
b 6 10,58685.60403389639,61.5,,58685.60403389639,,,Lower 80% of displacements
b 6 10,50706.236563178565,41.0,,50706.236563178565,,,Lower 80% of displacements
b 6 10,41292.757709058205,30.75,,41292.757709058205,,,Lower 80% of displacements
b 6 10,31910.100858880578,24.6,,31910.100858880578,,,Lower 80% of displacements
b 6 10,24073.60545770175,20.5,,24073.60545770175,,,Lower 80% of displacements
b 6 10,18957.07790187592,17.57,,18957.07790187592,,,Lower 80% of displacements
b 6 10,16583.413518472367,15.37,,16583.413518472367,,,Lower 80% of displacements
b 6 10,15617.874966844016,13.67,,15617.874966844016,,,Lower 80% of displacements
b 6 10,14724.75617077617,12.3,,14724.75617077617,,,Lower 80% of displacements
b 6 10,13459.347513132196,11.18,,13459.347513132196,,,Lower 80% of displacements
b 6 10,12033.297394802743,10.25,,12033.297394802743,,,Lower 80% of displacements
b 6 15,26440.475752664664,159.0,98971.39321638917,,,,Upper 20% of displacements
b 6 15,96162.58245568861,123.0,96162.58245568861,,,,Upper 20% of displacements
b 6 15,88161.4438506508,61.5,88161.4438506508,,,,Upper 20% of displacements
b 6 15,76180.10035645885,41.0,76180.10035645885,,,,Upper 20% of displacements
b 6 15,62043.85163379204,30.75,62043.85163379204,,,,Upper 20% of displacements
b 6 15,47951.05319588635,24.6,47951.05319588635,,,,Upper 20% of displacements
b 6 15,36175.751120180656,20.5,36175.751120180656,,,,Upper 20% of displacements
b 6 15,28480.67186840054,17.57,28480.67186840054,,,,Upper 20% of displacements
b 6 15,24904.39443652593,15.37,24904.39443652593,,,,Upper 20% of displacements
b 6 15,23446.603894727858,13.67,23446.603894727858,,,,Upper 20% of displacements
b 6 15,22099.770756717164,12.3,22099.770756717164,,,,Upper 20% of displacements
b 6 15,20192.30043382972,11.18,20192.30043382972,,,,Upper 20% of displacements
b 6 15,18040.05328210197,10.25,18040.05328210197,,,,Upper 20% of displacements
b 6 20,26540.89142058756,159.0,,132483.42109801027,,,Lower 80% of displacements
b 6 20,128722.47240928162,123.0,,128722.47240928162,,,Lower 80% of displacements
b 6 20,118009.194975785,61.5,,118009.194975785,,,Lower 80% of displacements
b 6 20,101966.90942795637,41.0,,101966.90942795637,,,Lower 80% of displacements
b 6 20,83040.15399704615,30.75,,83040.15399704615,,,Lower 80% of displacements
b 6 20,64173.22471673223,24.6,,64173.22471673223,,,Lower 80% of displacements
b 6 20,48412.14220189582,20.5,,48412.14220189582,,,Lower 80% of displacements
b 6 20,38118.044790232016,17.57,,38118.044790232016,,,Lower 80% of displacements
b 6 20,33340.90213746214,15.37,,33340.90213746214,,,Lower 80% of displacements
b 6 20,31399.586752797375,13.67,,31399.586752797375,,,Lower 80% of displacements
b 6 20,29606.95811427993,12.3,,29606.95811427993,,,Lower 80% of displacements
b 6 20,27066.678403515212,11.18,,27066.678403515212,,,Lower 80% of displacements
b 6 20,24203.376447976054,10.25,,24203.376447976054,,,Lower 80% of displacements
b 6 25,28342.2711443145,159.0,,165843.29542415444,,,Lower 80% of displacements
b 6 25,161135.51278320584,123.0,,161135.51278320584,,,Lower 80% of displacements
b 6 25,147724.65631434225,61.5,,147724.65631434225,,,Lower 80% of displacements
b 6 25,127641.39507085174,41.0,,127641.39507085174,,,Lower 80% of displacements
b 6 25,103943.7400093054,30.75,,103943.7400093054,,,Lower 80% of displacements
b 6 25,80315.240032768,24.6,,80315.240032768,,,Lower 80% of displacements
b 6 25,60568.615876293916,20.5,,60568.615876293916,,,Lower 80% of displacements
b 6 25,47665.61481696722,17.57,,47665.61481696722,,,Lower 80% of displacements
b 6 25,41680.44019958756,15.37,,41680.44019958756,,,Lower 80% of displacements
b 6 25,39258.46143717696,13.67,,39258.46143717696,,,Lower 80% of displacements
b 6 25,37027.2167184945,12.3,,37027.2167184945,,,Lower 80% of displacements
b 6 25,33857.426070600646,11.18,,33857.426070600646,,,Lower 80% of displacements
b 6 25,30276.83402211148,10.25,,30276.83402211148,,,Lower 80% of displacements
b 6 30,29878.46237334958,159.0,,199562.5817956839,,,Lower 80% of displacements
b 6 30,193899.2721872498,123.0,,193899.2721872498,,,Lower 80% of displacements
b 6 30,177766.30888942519,61.5,,177766.30888942519,,,Lower 80% of displacements
b 6 30,153606.1603443906,41.0,,153606.1603443906,,,Lower 80% of displacements
b 6 30,125097.07497310778,30.75,,125097.07497310778,,,Lower 80% of displacements
b 6 30,96669.88155263959,24.6,,96669.88155263959,,,Lower 80% of displacements
b 6 30,72910.95808447816,20.5,,72910.95808447816,,,Lower 80% of displacements
b 6 30,57383.46150392412,17.57,,57383.46150392412,,,Lower 80% of displacements
b 6 30,50178.613687966,15.37,,50178.613687966,,,Lower 80% of displacements
b 6 30,47263.25530621156,13.67,,47263.25530621156,,,Lower 80% of displacements
b 6 30,44579.500919299935,12.3,,44579.500919299935,,,Lower 80% of displacements
b 6 30,40765.8876976451,11.18,,40765.8876976451,,,Lower 80% of displacements
b 6 30,36454.743222497535,10.25,,36454.743222497535,,,Lower 80% of displacements
b 6 35,31551.21105930043,159.0,,233365.38734540355,,,Lower 80% of displacements
b 6 35,226743.8736738703,123.0,,226743.8736738703,,,Lower 80% of displacements
b 6 35,207880.92053500988,61.5,,207880.92053500988,,,Lower 80% of displacements
b 6 35,179631.2017675578,41.0,,179631.2017675578,,,Lower 80% of displacements
b 6 35,146293.77998977387,30.75,,146293.77998977387,,,Lower 80% of displacements
b 6 35,113047.55115706145,24.6,,113047.55115706145,,,Lower 80% of displacements
b 6 35,85254.38531964304,20.5,,85254.38531964304,,,Lower 80% of displacements
b 6 35,67084.1425098611,17.57,,67084.1425098611,,,Lower 80% of displacements
b 6 35,58652.418768792784,15.37,,58652.418768792784,,,Lower 80% of displacements
b 6 35,55246.83136141487,13.67,,55246.83136141487,,,Lower 80% of displacements
b 6 35,52117.24764489155,12.3,,52117.24764489155,,,Lower 80% of displacements
b 6 35,47665.70017785343,11.18,,47665.70017785343,,,Lower 80% of displacements
b 6 35,42627.68666257643,10.25,,42627.68666257643,,,Lower 80% of displacements
b 6 40,33442.15011445462,159.0,,267424.1991305805,,,Lower 80% of displacements
b 6 40,259839.02772913408,123.0,,259839.02772913408,,,Lower 80% of displacements
b 6 40,238230.5188299615,61.5,,238230.5188299615,,,Lower 80% of displacements
b 6 40,205867.81304975483,41.0,,205867.81304975483,,,Lower 80% of displacements
b 6 40,167674.14021484033,30.75,,167674.14021484033,,,Lower 80% of displacements
b 6 40,129580.22168543526,24.6,,129580.22168543526,,,Lower 80% of displacements
b 6 40,97726.38204920935,20.5,,97726.38204920935,,,Lower 80% of displacements
b 6 40,76890.10282607656,17.57,,76890.10282607656,,,Lower 80% of displacements
b 6 40,67211.8688580764,15.37,,67211.8688580764,,,Lower 80% of displacements
b 6 40,63301.450639602896,13.67,,63301.450639602896,,,Lower 80% of displacements
b 6 40,59715.15997739928,12.3,,59715.15997739928,,,Lower 80% of displacements
b 6 40,54616.18142276168,11.18,,54616.18142276168,,,Lower 80% of displacements
b 6 40,48842.53419005732,10.25,,48842.53419005732,,,Lower 80% of displacements
b 6 45,33852.98631836862,159.0,,301548.7007048465,,,Lower 80% of displacements
b 6 45,292992.44770194043,123.0,,292992.44770194043,,,Lower 80% of displacements
b 6 45,268617.5207799023,61.5,,268617.5207799023,,,Lower 80% of displacements
b 6 45,232111.65047496135,41.0,,232111.65047496135,,,Lower 80% of displacements
b 6 45,189028.93021570344,30.75,,189028.93021570344,,,Lower 80% of displacements
b 6 45,146061.51606107006,24.6,,146061.51606107006,,,Lower 80% of displacements
b 6 45,110141.54260479576,20.5,,110141.54260479576,,,Lower 80% of displacements
b 6 45,86666.51907083037,17.57,,86666.51907083037,,,Lower 80% of displacements
b 6 45,75792.96800314054,15.37,,75792.96800314054,,,Lower 80% of displacements
b 6 45,71424.64052368223,13.67,,71424.64052368223,,,Lower 80% of displacements
b 6 45,67412.70441425938,12.3,,67412.70441425938,,,Lower 80% of displacements
b 6 45,61686.26256135063,11.18,,61686.26256135063,,,Lower 80% of displacements
b 6 45,55192.090424373775,10.25,,55192.090424373775,,,Lower 80% of displacements
b 6 50,37153.50261979811,159.0,,335735.5855743835,,,Lower 80% of displacements
b 6 50,326213.7456969521,123.0,,326213.7456969521,,,Lower 80% of displacements
b 6 50,299087.8689797429,61.5,,299087.8689797429,,,Lower 80% of displacements
b 6 50,258461.39055871664,41.0,,258461.39055871664,,,Lower 80% of displacements
b 6 50,210514.80290486687,30.75,,210514.80290486687,,,Lower 80% of displacements
b 6 50,162695.35370004518,24.6,,162695.35370004518,,,Lower 80% of displacements
b 6 50,122716.83050609364,20.5,,122716.83050609364,,,Lower 80% of displacements
b 6 50,96582.98634042071,17.57,,96582.98634042071,,,Lower 80% of displacements
b 6 50,84466.22169133076,15.37,,84466.22169133076,,,Lower 80% of displacements
b 6 50,79585.85468403866,13.67,,79585.85468403866,,,Lower 80% of displacements
b 6 50,75098.46202409502,12.3,,75098.46202409502,,,Lower 80% of displacements
b 6 50,68692.91853152172,11.18,,68692.91853152172,,,Lower 80% of displacements
b 6 50,61418.5824805098,10.25,,61418.5824805098,,,Lower 80% of displacements
b 7 5,22843.096091599324,159.0,,31471.828799736548,,,Lower 80% of displacements
b 7 5,30604.906846384485,123.0,,30604.906846384485,,,Lower 80% of displacements
b 7 5,28133.80996558823,61.5,,28133.80996558823,,,Lower 80% of displacements
b 7 5,24427.84875774985,41.0,,24427.84875774985,,,Lower 80% of displacements
b 7 5,20041.971754490532,30.75,,20041.971754490532,,,Lower 80% of displacements
b 7 5,15640.868542614822,24.6,,15640.868542614822,,,Lower 80% of displacements
b 7 5,11904.94645991653,20.5,,11904.94645991653,,,Lower 80% of displacements
b 7 5,9363.89033437372,17.57,,9363.89033437372,,,Lower 80% of displacements
b 7 5,8076.520549029454,15.37,,8076.520549029454,,,Lower 80% of displacements
b 7 5,7513.53393042696,13.67,,7513.53393042696,,,Lower 80% of displacements
b 7 5,7074.896128819393,12.3,,7074.896128819393,,,Lower 80% of displacements
b 7 5,6515.944491041187,11.18,,6515.944491041187,,,Lower 80% of displacements
b 7 5,5888.223865863121,10.25,,5888.223865863121,,,Lower 80% of displacements
b 7 10,24438.176311773736,159.0,,63195.28322875008,,,Lower 80% of displacements
b 7 10,61456.76234963503,123.0,,61456.76234963503,,,Lower 80% of displacements
b 7 10,56501.14099013186,61.5,,56501.14099013186,,,Lower 80% of displacements
b 7 10,49068.75920099481,41.0,,49068.75920099481,,,Lower 80% of displacements
b 7 10,40272.06718130924,30.75,,40272.06718130924,,,Lower 80% of displacements
b 7 10,31443.307299008095,24.6,,31443.307299008095,,,Lower 80% of displacements
b 7 10,23945.60705459611,20.5,,23945.60705459611,,,Lower 80% of displacements
b 7 10,18839.494939103537,17.57,,18839.494939103537,,,Lower 80% of displacements
b 7 10,16244.348656124524,15.37,,16244.348656124524,,,Lower 80% of displacements
b 7 10,15104.195533380964,13.67,,15104.195533380964,,,Lower 80% of displacements
b 7 10,14218.045350139766,12.3,,14218.045350139766,,,Lower 80% of displacements
b 7 10,13093.277478610902,11.18,,13093.277478610902,,,Lower 80% of displacements
b 7 10,11830.592994078079,10.25,,11830.592994078079,,,Lower 80% of displacements
b 7 15,26503.457188654997,159.0,94940.98051634771,,,,Upper 20% of displacements
b 7 15,92330.35110271361,123.0,92330.35110271361,,,,Upper 20% of displacements
b 7 15,84888.69866464527,61.5,84888.69866464527,,,,Upper 20% of displacements
b 7 15,73727.47214458829,41.0,73727.47214458829,,,,Upper 20% of displacements
b 7 15,60516.79586266203,30.75,60516.79586266203,,,,Upper 20% of displacements
b 7 15,47256.782928825145,24.6,47256.782928825145,,,,Upper 20% of displacements
b 7 15,35993.79464863075,20.5,35993.79464863075,,,,Upper 20% of displacements
b 7 15,28319.82549287543,17.57,28319.82549287543,,,,Upper 20% of displacements
b 7 15,24414.89999483515,15.37,24414.89999483515,,,,Upper 20% of displacements
b 7 15,22695.168182626778,13.67,22695.168182626778,,,,Upper 20% of displacements
b 7 15,21356.927142398785,12.3,21356.927142398785,,,,Upper 20% of displacements
b 7 15,19658.53158906429,11.18,19658.53158906429,,,,Upper 20% of displacements
b 7 15,17750.243644248778,10.25,17750.243644248778,,,,Upper 20% of displacements
b 7 20,27863.39169752609,159.0,127069.52904501336,,,,Upper 20% of displacements
b 7 20,123577.11500214152,123.0,123577.11500214152,,,,Upper 20% of displacements
b 7 20,113621.86187873308,61.5,113621.86187873308,,,,Upper 20% of displacements
b 7 20,98690.47420081389,41.0,98690.47420081389,,,,Upper 20% of displacements
b 7 20,81016.94787382869,30.75,81016.94787382869,,,,Upper 20% of displacements
b 7 20,63276.581304461404,24.6,63276.581304461404,,,,Upper 20% of displacements
b 7 20,48206.1788334212,20.5,48206.1788334212,,,,Upper 20% of displacements
b 7 20,37934.501040513445,17.57,37934.501040513445,,,,Upper 20% of displacements
b 7 20,32703.457099508014,15.37,32703.457099508014,,,,Upper 20% of displacements
b 7 20,30398.15218718114,13.67,30398.15218718114,,,,Upper 20% of displacements
b 7 20,28607.593258819958,12.3,28607.593258819958,,,,Upper 20% of displacements
b 7 20,26338.457888381643,11.18,26338.457888381643,,,,Upper 20% of displacements
b 7 20,23789.552572770484,10.25,23789.552572770484,,,,Upper 20% of displacements
b 7 25,27729.928448947765,159.0,,159336.86688935148,,,Lower 80% of displacements
b 7 25,154955.77717512677,123.0,,154955.77717512677,,,Lower 80% of displacements
b 7 25,142467.37511549264,61.5,,142467.37511549264,,,Lower 80% of displacements
b 7 25,123736.83770813743,41.0,,123736.83770813743,,,Lower 80% of displacements
b 7 25,101566.96639027898,30.75,,101566.96639027898,,,Lower 80% of displacements
b 7 25,79314.60509764857,24.6,,79314.60509764857,,,Lower 80% of displacements
b 7 25,60414.833824272595,20.5,,60414.833824272595,,,Lower 80% of displacements
b 7 25,47541.04379923191,17.57,,47541.04379923191,,,Lower 80% of displacements
b 7 25,40996.83784228053,15.37,,40996.83784228053,,,Lower 80% of displacements
b 7 25,38124.31821175247,13.67,,38124.31821175247,,,Lower 80% of displacements
b 7 25,35896.41807709938,12.3,,35896.41807709938,,,Lower 80% of displacements
b 7 25,33068.46002109808,11.18,,33068.46002109808,,,Lower 80% of displacements
b 7 25,29891.213137499315,10.25,,29891.213137499315,,,Lower 80% of displacements
b 7 30,29435.638856680598,159.0,,191501.54737613254,,,Lower 80% of displacements
b 7 30,186236.23213418355,123.0,,186236.23213418355,,,Lower 80% of displacements
b 7 30,171226.85111437432,61.5,,171226.85111437432,,,Lower 80% of displacements
b 7 30,148713.68737665677,41.0,,148713.68737665677,,,Lower 80% of displacements
b 7 30,122063.27633524852,30.75,,122063.27633524852,,,Lower 80% of displacements
b 7 30,95308.01056935181,24.6,,95308.01056935181,,,Lower 80% of displacements
b 7 30,72576.07211973408,20.5,,72576.07211973408,,,Lower 80% of displacements
b 7 30,57086.02650042366,17.57,,57086.02650042366,,,Lower 80% of displacements
b 7 30,49214.11960839578,15.37,,49214.11960839578,,,Lower 80% of displacements
b 7 30,45769.356173542445,13.67,,45769.356173542445,,,Lower 80% of displacements
b 7 30,43105.999214385025,12.3,,43105.999214385025,,,Lower 80% of displacements
b 7 30,39720.51179070553,11.18,,39720.51179070553,,,Lower 80% of displacements
b 7 30,35909.936218463496,10.25,,35909.936218463496,,,Lower 80% of displacements
b 7 35,30786.669132119292,159.0,,223978.33267421214,,,Lower 80% of displacements
b 7 35,217821.12337683814,123.0,,217821.12337683814,,,Lower 80% of displacements
b 7 35,200269.18133514386,61.5,,200269.18133514386,,,Lower 80% of displacements
b 7 35,173941.997610297,41.0,,173941.997610297,,,Lower 80% of displacements
b 7 35,142776.1429695856,30.75,,142776.1429695856,,,Lower 80% of displacements
b 7 35,111487.21748825054,24.6,,111487.21748825054,,,Lower 80% of displacements
b 7 35,84903.58221945034,20.5,,84903.58221945034,,,Lower 80% of displacements
b 7 35,66790.59441351921,17.57,,66790.59441351921,,,Lower 80% of displacements
b 7 35,57589.26830676465,15.37,,57589.26830676465,,,Lower 80% of displacements
b 7 35,53567.19833646182,13.67,,53567.19833646182,,,Lower 80% of displacements
b 7 35,50458.77704765961,12.3,,50458.77704765961,,,Lower 80% of displacements
b 7 35,46503.020761333195,11.18,,46503.020761333195,,,Lower 80% of displacements
b 7 35,42044.86306954542,10.25,,42044.86306954542,,,Lower 80% of displacements
b 7 40,32570.29844952056,159.0,,256620.41330403305,,,Lower 80% of displacements
b 7 40,249568.63783692985,123.0,,249568.63783692985,,,Lower 80% of displacements
b 7 40,229466.17424342694,61.5,,229466.17424342694,,,Lower 80% of displacements
b 7 40,199311.81406780487,41.0,,199311.81406780487,,,Lower 80% of displacements
b 7 40,163612.05121845106,30.75,,163612.05121845106,,,Lower 80% of displacements
b 7 40,127764.99095809422,24.6,,127764.99095809422,,,Lower 80% of displacements
b 7 40,97297.94093644754,20.5,,97297.94093644754,,,Lower 80% of displacements
b 7 40,76524.32418497498,17.57,,76524.32418497498,,,Lower 80% of displacements
b 7 40,65959.27688428716,15.37,,65959.27688428716,,,Lower 80% of displacements
b 7 40,61338.78657447878,13.67,,61338.78657447878,,,Lower 80% of displacements
b 7 40,57776.021472176646,12.3,,57776.021472176646,,,Lower 80% of displacements
b 7 40,53247.04185014093,11.18,,53247.04185014093,,,Lower 80% of displacements
b 7 40,48141.594450801414,10.25,,48141.594450801414,,,Lower 80% of displacements
b 7 45,34718.354946448184,159.0,,289394.4797717639,,,Lower 80% of displacements
b 7 45,281445.28498795757,123.0,,281445.28498795757,,,Lower 80% of displacements
b 7 45,258784.0270434926,61.5,,258784.0270434926,,,Lower 80% of displacements
b 7 45,224789.6139513207,41.0,,224789.6139513207,,,Lower 80% of displacements
b 7 45,184539.68338986256,30.75,,184539.68338986256,,,Lower 80% of displacements
b 7 45,144116.30167132357,24.6,,144116.30167132357,,,Lower 80% of displacements
b 7 45,109747.35788022661,20.5,,109747.35788022661,,,Lower 80% of displacements
b 7 45,86296.62226624251,17.57,,86296.62226624251,,,Lower 80% of displacements
b 7 45,74356.52741942325,15.37,,74356.52741942325,,,Lower 80% of displacements
b 7 45,69132.43129573062,13.67,,69132.43129573062,,,Lower 80% of displacements
b 7 45,65113.409790190475,12.3,,65113.409790190475,,,Lower 80% of displacements
b 7 45,60009.391212268056,11.18,,60009.391212268056,,,Lower 80% of displacements
b 7 45,54253.39382205945,10.25,,54253.39382205945,,,Lower 80% of displacements
b 7 50,35282.274589555265,159.0,,322256.13301472896,,,Lower 80% of displacements
b 7 50,313402.23511498194,123.0,,313402.23511498194,,,Lower 80% of displacements
b 7 50,288161.7884206897,61.5,,288161.7884206897,,,Lower 80% of displacements
b 7 50,250298.086252862,41.0,,250298.086252862,,,Lower 80% of displacements
b 7 50,205466.82446800158,30.75,,205466.82446800158,,,Lower 80% of displacements
b 7 50,160443.71300840878,24.6,,160443.71300840878,,,Lower 80% of displacements
b 7 50,122169.76687453096,20.5,,122169.76687453096,,,Lower 80% of displacements
b 7 50,96069.4959889232,17.57,,96069.4959889232,,,Lower 80% of displacements
b 7 50,82804.09977424177,15.37,,82804.09977424177,,,Lower 80% of displacements
b 7 50,77022.4108151956,13.67,,77022.4108151956,,,Lower 80% of displacements
b 7 50,72577.07592390466,12.3,,72577.07592390466,,,Lower 80% of displacements
b 7 50,66915.11185528897,11.18,,66915.11185528897,,,Lower 80% of displacements
b 7 50,60518.22764701389,10.25,,60518.22764701389,,,Lower 80% of displacements
b 8 5,22820.040591449877,159.0,,30172.45250888139,,,Lower 80% of displacements
b 8 5,29364.971918515515,123.0,,29364.971918515515,,,Lower 80% of displacements
b 8 5,27062.37283150766,61.5,,27062.37283150766,,,Lower 80% of displacements
b 8 5,23605.703966606085,41.0,,23605.703966606085,,,Lower 80% of displacements
b 8 5,19506.215588338076,30.75,,19506.215588338076,,,Lower 80% of displacements
b 8 5,15372.486793561253,24.6,,15372.486793561253,,,Lower 80% of displacements
b 8 5,11819.41583062402,20.5,,11819.41583062402,,,Lower 80% of displacements
b 8 5,9321.046800112068,17.57,,9321.046800112068,,,Lower 80% of displacements
b 8 5,7955.8104276729055,15.37,,7955.8104276729055,,,Lower 80% of displacements
b 8 5,7303.775622188098,13.67,,7303.775622188098,,,Lower 80% of displacements
b 8 5,6841.66304966418,12.3,,6841.66304966418,,,Lower 80% of displacements
b 8 5,6323.576966801621,11.18,,6323.576966801621,,,Lower 80% of displacements
b 8 5,5763.336230928945,10.25,,5763.336230928945,,,Lower 80% of displacements
b 8 10,24372.52257841231,159.0,,60576.69829433669,,,Lower 80% of displacements
b 8 10,58957.68659419093,123.0,,58957.68659419093,,,Lower 80% of displacements
b 8 10,54340.81827368977,61.5,,54340.81827368977,,,Lower 80% of displacements
b 8 10,47409.55218563287,41.0,,47409.55218563287,,,Lower 80% of displacements
b 8 10,39188.37448389273,30.75,,39188.37448389273,,,Lower 80% of displacements
b 8 10,30896.59275299066,24.6,,30896.59275299066,,,Lower 80% of displacements
b 8 10,23765.666889240125,20.5,,23765.666889240125,,,Lower 80% of displacements
b 8 10,18744.711443837943,17.57,,18744.711443837943,,,Lower 80% of displacements
b 8 10,15992.762112395416,15.37,,15992.762112395416,,,Lower 80% of displacements
b 8 10,14673.227948926105,13.67,,14673.227948926105,,,Lower 80% of displacements
b 8 10,13739.43090365085,12.3,,13739.43090365085,,,Lower 80% of displacements
b 8 10,12696.674562886723,11.18,,12696.674562886723,,,Lower 80% of displacements
