,value,period,hidisp_s,lodisp_s,hidisp_b,lodisp_b,category
b 5 85,284578.5232796444,24.6,,,,284578.5232796444,Lower 80% of displacements
b 5 85,212648.11495498838,20.5,,,,212648.11495498838,Lower 80% of displacements
b 5 85,167965.43395184175,17.57,,,,167965.43395184175,Lower 80% of displacements
b 5 85,149429.29449788935,15.37,,,,149429.29449788935,Lower 80% of displacements
b 5 85,142418.01551824145,13.67,,,,142418.01551824145,Lower 80% of displacements
b 5 85,134192.9440906536,12.3,,,,134192.9440906536,Lower 80% of displacements
b 5 85,121573.07494730488,11.18,,,,121573.07494730488,Lower 80% of displacements
b 5 85,107611.68635171506,10.25,,,,107611.68635171506,Lower 80% of displacements
b 5 90,49731.72725538608,159.0,,,642177.1065378749,,Upper 20% of displacements
b 5 90,623337.7451187747,123.0,,,623337.7451187747,,Upper 20% of displacements
b 5 90,569715.4940183928,61.5,,,569715.4940183928,,Upper 20% of displacements
b 5 90,489568.50616310374,41.0,,,489568.50616310374,,Upper 20% of displacements
b 5 90,395357.3701700873,30.75,,,395357.3701700873,,Upper 20% of displacements
b 5 90,302175.15838178026,24.6,,,302175.15838178026,,Upper 20% of displacements
b 5 90,225807.4251853323,20.5,,,225807.4251853323,,Upper 20% of displacements
b 5 90,178356.25964279938,17.57,,,178356.25964279938,,Upper 20% of displacements
b 5 90,158663.11592302655,15.37,,,158663.11592302655,,Upper 20% of displacements
b 5 90,151215.3766005635,13.67,,,151215.3766005635,,Upper 20% of displacements
b 5 90,142486.11769829792,12.3,,,142486.11769829792,,Upper 20% of displacements
b 5 90,129089.85192334422,11.18,,,129089.85192334422,,Upper 20% of displacements
b 5 90,114261.93170701795,10.25,,,114261.93170701795,,Upper 20% of displacements
b 5 95,51666.74456147927,159.0,,,,679619.4326776171,Lower 80% of displacements
b 5 95,659685.6921087863,123.0,,,,659685.6921087863,Lower 80% of displacements
b 5 95,602947.9105267029,61.5,,,,602947.9105267029,Lower 80% of displacements
b 5 95,518142.26949023304,41.0,,,,518142.26949023304,Lower 80% of displacements
b 5 95,418450.8081722003,30.75,,,,418450.8081722003,Lower 80% of displacements
b 5 95,319840.75933232706,24.6,,,,319840.75933232706,Lower 80% of displacements
b 5 95,239012.93477351213,20.5,,,,239012.93477351213,Lower 80% of displacements
b 5 95,188776.1194774003,17.57,,,,188776.1194774003,Lower 80% of displacements
b 5 95,167918.15499023825,15.37,,,,167918.15499023825,Lower 80% of displacements
b 5 95,160033.0737675117,13.67,,,,160033.0737675117,Lower 80% of displacements
b 5 95,150800.2090467647,12.3,,,,150800.2090467647,Lower 80% of displacements
b 5 95,136626.61348383143,11.18,,,,136626.61348383143,Lower 80% of displacements
b 5 95,120929.19109506563,10.25,,,,120929.19109506563,Lower 80% of displacements
b 5 100,53633.19842148405,159.0,,,716926.5316317787,,Upper 20% of displacements
b 5 100,695898.2443810137,123.0,,,695898.2443810137,,Upper 20% of displacements
b 5 100,636044.3152631368,61.5,,,636044.3152631368,,Upper 20% of displacements
b 5 100,546578.7117078037,41.0,,,546578.7117078037,,Upper 20% of displacements
b 5 100,441404.97165907046,30.75,,,441404.97165907046,,Upper 20% of displacements
b 5 100,337366.07411785546,24.6,,,337366.07411785546,,Upper 20% of displacements
b 5 100,252084.13307085837,20.5,,,252084.13307085837,,Upper 20% of displacements
b 5 100,199085.6951537863,17.57,,,199085.6951537863,,Upper 20% of displacements
b 5 100,177104.1760477478,15.37,,,177104.1760477478,,Upper 20% of displacements
b 5 100,168821.00660808777,13.67,,,168821.00660808777,,Upper 20% of displacements
b 5 100,159111.36000126257,12.3,,,159111.36000126257,,Upper 20% of displacements
b 5 100,144174.8919171367,11.18,,,144174.8919171367,,Upper 20% of displacements
b 5 100,127611.28230198994,10.25,,,127611.28230198994,,Upper 20% of displacements
b 6 55,37517.812384262324,159.0,,,,370408.87501018634,Lower 80% of displacements
b 6 55,359904.54276740766,123.0,,,,359904.54276740766,Lower 80% of displacements
b 6 55,329979.51617371,61.5,,,,329979.51617371,Lower 80% of displacements
b 6 55,285160.01847003767,41.0,,,,285160.01847003767,Lower 80% of displacements
b 6 55,232263.37256195236,30.75,,,,232263.37256195236,Lower 80% of displacements
b 6 55,179504.338181475,24.6,,,,179504.338181475,Lower 80% of displacements
b 6 55,135392.41739605644,20.5,,,,135392.41739605644,Lower 80% of displacements
b 6 55,106553.32575287356,17.57,,,,106553.32575287356,Lower 80% of displacements
b 6 55,93183.16747570991,15.37,,,,93183.16747570991,Lower 80% of displacements
b 6 55,87804.6201621245,13.67,,,,87804.6201621245,Lower 80% of displacements
b 6 55,82865.95896158609,12.3,,,,82865.95896158609,Lower 80% of displacements
b 6 55,75815.02093419888,11.18,,,,75815.02093419888,Lower 80% of displacements
b 6 55,67807.68571926134,10.25,,,,67807.68571926134,Lower 80% of displacements
b 6 60,39485.51331009089,159.0,,,,404943.15269985516,Lower 80% of displacements
b 6 60,393460.9015797005,123.0,,,,393460.9015797005,Lower 80% of displacements
b 6 60,360749.14650191076,61.5,,,,360749.14650191076,Lower 80% of displacements
b 6 60,311753.16435888386,41.0,,,,311753.16435888386,Lower 80% of displacements
b 6 60,253921.3933787402,30.75,,,,253921.3933787402,Lower 80% of displacements
b 6 60,196229.25441935574,24.6,,,,196229.25441935574,Lower 80% of displacements
b 6 60,147976.44725341912,20.5,,,,147976.44725341912,Lower 80% of displacements
b 6 60,116413.7423979679,17.57,,,,116413.7423979679,Lower 80% of displacements
b 6 60,101776.80718205747,15.37,,,,101776.80718205747,Lower 80% of displacements
b 6 60,95900.56902063785,13.67,,,,95900.56902063785,Lower 80% of displacements
b 6 60,90518.34904265044,12.3,,,,90518.34904265044,Lower 80% of displacements
b 6 60,82828.37588546654,11.18,,,,82828.37588546654,Lower 80% of displacements
b 6 60,74087.91268774778,10.25,,,,74087.91268774778,Lower 80% of displacements
b 6 65,40581.85288358955,159.0,,,,439862.3642552813,Lower 80% of displacements
b 6 65,427391.2619772244,123.0,,,,427391.2619772244,Lower 80% of displacements
b 6 65,391861.99574522156,61.5,,,,391861.99574522156,Lower 80% of displacements
b 6 65,338644.69467970275,41.0,,,,338644.69467970275,Lower 80% of displacements
b 6 65,275827.8359045661,30.75,,,,275827.8359045661,Lower 80% of displacements
b 6 65,213158.5279664139,24.6,,,,213158.5279664139,Lower 80% of displacements
b 6 65,160737.5276143431,20.5,,,,160737.5276143431,Lower 80% of displacements
b 6 65,126444.54889819496,17.57,,,,126444.54889819496,Lower 80% of displacements
b 6 65,110544.24384325556,15.37,,,,110544.24384325556,Lower 80% of displacements
b 6 65,104170.89608595858,13.67,,,,104170.89608595858,Lower 80% of displacements
b 6 65,98340.45008785416,12.3,,,,98340.45008785416,Lower 80% of displacements
b 6 65,90004.2977470634,11.18,,,,90004.2977470634,Lower 80% of displacements
b 6 65,80524.36481583842,10.25,,,,80524.36481583842,Lower 80% of displacements
b 6 70,41741.99278412685,159.0,,,,474861.7180950417,Lower 80% of displacements
b 6 70,461398.0367969235,123.0,,,,461398.0367969235,Lower 80% of displacements
b 6 70,423040.6273472036,61.5,,,,423040.6273472036,Lower 80% of displacements
b 6 70,365586.09992199595,41.0,,,,365586.09992199595,Lower 80% of displacements
b 6 70,297765.66467954975,30.75,,,,297765.66467954975,Lower 80% of displacements
b 6 70,230102.0873048998,24.6,,,,230102.0873048998,Lower 80% of displacements
b 6 70,173502.96110585117,20.5,,,,173502.96110585117,Lower 80% of displacements
b 6 70,136483.29199170065,17.57,,,,136483.29199170065,Lower 80% of displacements
b 6 70,119335.71488120148,15.37,,,,119335.71488120148,Lower 80% of displacements
b 6 70,112483.38211666515,13.67,,,,112483.38211666515,Lower 80% of displacements
b 6 70,106217.9739288732,12.3,,,,106217.9739288732,Lower 80% of displacements
b 6 70,97243.24108780929,11.18,,,,97243.24108780929,Lower 80% of displacements
b 6 70,87026.42594315625,10.25,,,,87026.42594315625,Lower 80% of displacements
b 6 75,43667.12475305159,159.0,,,,509969.40703583206,Lower 80% of displacements
b 6 75,495511.9017911736,123.0,,,,495511.9017911736,Lower 80% of displacements
b 6 75,454322.5444626294,61.5,,,,454322.5444626294,Lower 80% of displacements
b 6 75,392624.2039628419,41.0,,,,392624.2039628419,Lower 80% of displacements
b 6 75,319790.38036312733,30.75,,,,319790.38036312733,Lower 80% of displacements
b 6 75,247118.65357395858,24.6,,,,247118.65357395858,Lower 80% of displacements
b 6 75,186322.2111836802,20.5,,,,186322.2111836802,Lower 80% of displacements
b 6 75,146551.82401212698,17.57,,,,146551.82401212698,Lower 80% of displacements
b 6 75,128134.57650645728,15.37,,,,128134.57650645728,Lower 80% of displacements
b 6 75,120788.74173924355,13.67,,,,120788.74173924355,Lower 80% of displacements
b 6 75,114079.38849164764,12.3,,,,114079.38849164764,Lower 80% of displacements
b 6 75,104457.61850967804,11.18,,,,104457.61850967804,Lower 80% of displacements
b 6 75,93493.49807699358,10.25,,,,93493.49807699358,Lower 80% of displacements
b 6 80,45343.24929377516,159.0,,,,545477.0038289874,Lower 80% of displacements
b 6 80,530017.3501729369,123.0,,,,530017.3501729369,Lower 80% of displacements
b 6 80,485972.3891460208,61.5,,,,485972.3891460208,Lower 80% of displacements
b 6 80,419994.9800670353,41.0,,,,419994.9800670353,Lower 80% of displacements
b 6 80,342106.3823013685,30.75,,,,342106.3823013685,Lower 80% of displacements
b 6 80,264384.9131695518,24.6,,,,264384.9131695518,Lower 80% of displacements
b 6 80,199353.33522503485,20.5,,,,199353.33522503485,Lower 80% of displacements
b 6 80,156797.53412224943,17.57,,,,156797.53412224943,Lower 80% of displacements
b 6 80,137077.79519044264,15.37,,,,137077.79519044264,Lower 80% of displacements
b 6 80,129211.15606770197,13.67,,,,129211.15606770197,Lower 80% of displacements
b 6 80,122036.90386862241,12.3,,,,122036.90386862241,Lower 80% of displacements
b 6 80,111751.29070767705,11.18,,,,111751.29070767705,Lower 80% of displacements
b 6 80,100026.4636203382,10.25,,,,100026.4636203382,Lower 80% of displacements
b 6 85,47044.68876747889,159.0,,,,580762.1211197546,Lower 80% of displacements
b 6 85,564301.0701000694,123.0,,,,564301.0701000694,Lower 80% of displacements
b 6 85,517402.4595298234,61.5,,,,517402.4595298234,Lower 80% of displacements
b 6 85,447148.3748103317,41.0,,,,447148.3748103317,Lower 80% of displacements
b 6 85,364207.13398764306,30.75,,,,364207.13398764306,Lower 80% of displacements
b 6 85,281438.64758568996,24.6,,,,281438.64758568996,Lower 80% of displacements
b 6 85,212181.14918235512,20.5,,,,212181.14918235512,Lower 80% of displacements
b 6 85,166868.55782548068,17.57,,,,166868.55782548068,Lower 80% of displacements
b 6 85,145897.73150687382,15.37,,,,145897.73150687382,Lower 80% of displacements
b 6 85,137564.4324856385,13.67,,,,137564.4324856385,Lower 80% of displacements
b 6 85,129967.232684688,12.3,,,,129967.232684688,Lower 80% of displacements
b 6 85,119046.30245556185,11.18,,,,119046.30245556185,Lower 80% of displacements
b 6 85,106577.08704374125,10.25,,,,106577.08704374125,Lower 80% of displacements
b 6 90,48763.52930111128,159.0,,,,616448.9287779358,Lower 80% of displacements
b 6 90,598978.9281173277,123.0,,,,598978.9281173277,Lower 80% of displacements
b 6 90,549205.2154162528,61.5,,,,549205.2154162528,Lower 80% of displacements
b 6 90,474642.5058820356,41.0,,,,474642.5058820356,Lower 80% of displacements
b 6 90,386611.1124844053,30.75,,,,386611.1124844053,Lower 80% of displacements
b 6 90,298757.63025851955,24.6,,,,298757.63025851955,Lower 80% of displacements
b 6 90,225238.25908927547,20.5,,,,225238.25908927547,Lower 80% of displacements
b 6 90,177132.06172004854,17.57,,,,177132.06172004854,Lower 80% of displacements
b 6 90,154870.72644478726,15.37,,,,154870.72644478726,Lower 80% of displacements
b 6 90,146035.43462104944,13.67,,,,146035.43462104944,Lower 80% of displacements
b 6 90,137987.08775134437,12.3,,,,137987.08775134437,Lower 80% of displacements
b 6 90,126407.7347523183,11.18,,,,126407.7347523183,Lower 80% of displacements
b 6 90,113175.51975578841,10.25,,,,113175.51975578841,Lower 80% of displacements
b 6 95,50574.25723604107,159.0,,,,652460.8082631181,Lower 80% of displacements
b 6 95,633976.625984662,123.0,,,,633976.625984662,Lower 80% of displacements
b 6 95,581312.7799653021,61.5,,,,581312.7799653021,Lower 80% of displacements
b 6 95,502418.433347598,41.0,,,,502418.433347598,Lower 80% of displacements
b 6 95,409268.2734601702,30.75,,,,409268.2734601702,Lower 80% of displacements
b 6 95,316297.26336049417,24.6,,,,316297.26336049417,Lower 80% of displacements
b 6 95,238478.47116451585,20.5,,,,238478.47116451585,Lower 80% of displacements
b 6 95,187532.54145194485,17.57,,,,187532.54145194485,Lower 80% of displacements
b 6 95,163930.3490541422,15.37,,,,163930.3490541422,Lower 80% of displacements
b 6 95,154551.273903063,13.67,,,,154551.273903063,Lower 80% of displacements
b 6 95,146021.31361107304,12.3,,,,146021.31361107304,Lower 80% of displacements
b 6 95,133760.371685483,11.18,,,,133760.371685483,Lower 80% of displacements
b 6 95,119747.87625671836,10.25,,,,119747.87625671836,Lower 80% of displacements
b 6 100,52427.33782931126,159.0,,,,688387.9026679058,Lower 80% of displacements
b 6 100,668887.8031345804,123.0,,,,668887.8031345804,Lower 80% of displacements
b 6 100,613328.7378452113,61.5,,,,613328.7378452113,Lower 80% of displacements
b 6 100,530094.7489653036,41.0,,,,530094.7489653036,Lower 80% of displacements
b 6 100,431815.96486288786,30.75,,,,431815.96486288786,Lower 80% of displacements
b 6 100,333718.4855104434,24.6,,,,333718.4855104434,Lower 80% of displacements
b 6 100,251599.27643795364,20.5,,,,251599.27643795364,Lower 80% of displacements
b 6 100,197832.64176988095,17.57,,,,197832.64176988095,Lower 80% of displacements
b 6 100,172931.0683998333,15.37,,,,172931.0683998333,Lower 80% of displacements
b 6 100,163054.23987036708,13.67,,,,163054.23987036708,Lower 80% of displacements
b 6 100,154079.86046017843,12.3,,,,154079.86046017843,Lower 80% of displacements
b 6 100,141163.9922919107,11.18,,,,141163.9922919107,Lower 80% of displacements
b 6 100,126387.53613824944,10.25,,,,126387.53613824944,Lower 80% of displacements
b 7 55,38258.43710480804,159.0,,,355276.96171869285,,Upper 20% of displacements
b 7 55,345520.73549713544,123.0,,,345520.73549713544,,Upper 20% of displacements
b 7 55,317707.8401639301,61.5,,,317707.8401639301,,Upper 20% of displacements
b 7 55,275984.8466944823,41.0,,,275984.8466944823,,Upper 20% of displacements
b 7 55,226583.65581247094,30.75,,,226583.65581247094,,Upper 20% of displacements
b 7 55,176970.3381851725,24.6,,,176970.3381851725,,Upper 20% of displacements
b 7 55,134792.0055689964,20.5,,,134792.0055689964,,Upper 20% of displacements
b 7 55,106021.67208519588,17.57,,,106021.67208519588,,Upper 20% of displacements
b 7 55,91384.46138545133,15.37,,,91384.46138545133,,Upper 20% of displacements
b 7 55,84988.40181236446,13.67,,,84988.40181236446,,Upper 20% of displacements
b 7 55,80062.89052593024,12.3,,,80062.89052593024,,Upper 20% of displacements
b 7 55,73791.32210947516,11.18,,,73791.32210947516,,Upper 20% of displacements
b 7 55,66701.52990934491,10.25,,,66701.52990934491,,Upper 20% of displacements
b 7 60,39365.47023728029,159.0,,,388573.4805910303,,Upper 20% of displacements
b 7 60,377904.3364476887,123.0,,,377904.3364476887,,Upper 20% of displacements
b 7 60,347488.52126670216,61.5,,,347488.52126670216,,Upper 20% of displacements
b 7 60,301859.5289322258,41.0,,,301859.5289322258,,Upper 20% of displacements
b 7 60,247830.85526018793,30.75,,,247830.85526018793,,Upper 20% of displacements
b 7 60,193565.659644811,24.6,,,193565.659644811,,Upper 20% of displacements
b 7 60,147426.27865856726,20.5,,,147426.27865856726,,Upper 20% of displacements
b 7 60,115948.38646652596,17.57,,,115948.38646652596,,Upper 20% of displacements
b 7 60,99933.89273498268,15.37,,,99933.89273498268,,Upper 20% of displacements
b 7 60,92944.31184891664,13.67,,,92944.31184891664,,Upper 20% of displacements
b 7 60,87571.1712112734,12.3,,,87571.1712112734,,Upper 20% of displacements
b 7 60,80728.10046661906,11.18,,,80728.10046661906,,Upper 20% of displacements
b 7 60,72987.87220340561,10.25,,,72987.87220340561,,Upper 20% of displacements
b 7 65,40337.570266436494,159.0,,,,422126.91643933277,Lower 80% of displacements
b 7 65,410539.341136448,123.0,,,,410539.341136448,Lower 80% of displacements
b 7 65,377504.8534934785,61.5,,,,377504.8534934785,Lower 80% of displacements
b 7 65,327946.0957834982,41.0,,,,327946.0957834982,Lower 80% of displacements
b 7 65,269261.41982072964,30.75,,,,269261.41982072964,Lower 80% of displacements
b 7 65,210314.68226330593,24.6,,,,210314.68226330593,Lower 80% of displacements
b 7 65,160186.36894837406,20.5,,,,160186.36894837406,Lower 80% of displacements
b 7 65,125976.17283368067,17.57,,,,125976.17283368067,Lower 80% of displacements
b 7 65,108563.78586236753,15.37,,,,108563.78586236753,Lower 80% of displacements
b 7 65,100965.60751167181,13.67,,,,100965.60751167181,Lower 80% of displacements
b 7 65,95134.27617126609,12.3,,,,95134.27617126609,Lower 80% of displacements
b 7 65,87711.4748948304,11.18,,,,87711.4748948304,Lower 80% of displacements
b 7 65,79313.99739714552,10.25,,,,79313.99739714552,Lower 80% of displacements
b 7 70,42060.18543950918,159.0,,,,455527.6389900595,Lower 80% of displacements
b 7 70,443024.10221167456,123.0,,,,443024.10221167456,Lower 80% of displacements
b 7 70,407377.5296094653,61.5,,,,407377.5296094653,Lower 80% of displacements
b 7 70,353897.36433483544,41.0,,,,353897.36433483544,Lower 80% of displacements
b 7 70,290563.32007938804,30.75,,,,290563.32007938804,Lower 80% of displacements
b 7 70,226936.20137721917,24.6,,,,226936.20137721917,Lower 80% of displacements
b 7 70,172813.08264902665,20.5,,,,172813.08264902665,Lower 80% of displacements
b 7 70,135863.3098332946,17.57,,,,135863.3098332946,Lower 80% of displacements
b 7 70,117056.1782847916,15.37,,,,117056.1782847916,Lower 80% of displacements
b 7 70,108864.92828873885,13.67,,,,108864.92828873885,Lower 80% of displacements
b 7 70,102595.03498668189,12.3,,,,102595.03498668189,Lower 80% of displacements
b 7 70,94610.21128842101,11.18,,,,94610.21128842101,Lower 80% of displacements
b 7 70,85568.83704526677,10.25,,,,85568.83704526677,Lower 80% of displacements
b 7 75,43883.549484792784,159.0,,,,489217.706925656,Lower 80% of displacements
b 7 75,475792.2618224965,123.0,,,,475792.2618224965,Lower 80% of displacements
b 7 75,437516.73056003236,61.5,,,,437516.73056003236,Lower 80% of displacements
b 7 75,380090.12673462875,41.0,,,,380090.12673462875,Lower 80% of displacements
b 7 75,312077.70434612944,30.75,,,,312077.70434612944,Lower 80% of displacements
b 7 75,243742.06038131614,24.6,,,,243742.06038131614,Lower 80% of displacements
b 7 75,185600.84552928508,20.5,,,,185600.84552928508,Lower 80% of displacements
b 7 75,145893.57212232833,17.57,,,,145893.57212232833,Lower 80% of displacements
b 7 75,125676.19173176023,15.37,,,,125676.19173176023,Lower 80% of displacements
b 7 75,116877.56789659262,13.67,,,,116877.56789659262,Lower 80% of displacements
b 7 75,110155.95127058684,12.3,,,,110155.95127058684,Lower 80% of displacements
b 7 75,101595.98337368222,11.18,,,,101595.98337368222,Lower 80% of displacements
b 7 75,91896.9500908754,10.25,,,,91896.9500908754,Lower 80% of displacements
b 7 80,45194.46826360761,159.0,,,,523038.74911746907,Lower 80% of displacements
b 7 80,508686.27441865567,123.0,,,,508686.27441865567,Lower 80% of displacements
b 7 80,467767.2650631895,61.5,,,,467767.2650631895,Lower 80% of displacements
b 7 80,406372.75888372713,41.0,,,,406372.75888372713,Lower 80% of displacements
b 7 80,333657.439825477,30.75,,,,333657.439825477,Lower 80% of displacements
b 7 80,260590.92592817958,24.6,,,,260590.92592817958,Lower 80% of displacements
b 7 80,198417.94592066924,20.5,,,,198417.94592066924,Lower 80% of displacements
b 7 80,155954.0381571816,17.57,,,,155954.0381571816,Lower 80% of displacements
b 7 80,134340.13726080523,15.37,,,,134340.13726080523,Lower 80% of displacements
b 7 80,124950.46445181119,13.67,,,,124950.46445181119,Lower 80% of displacements
b 7 80,117789.24679403333,12.3,,,,117789.24679403333,Lower 80% of displacements
b 7 80,108661.64943212854,11.18,,,,108661.64943212854,Lower 80% of displacements
b 7 80,98309.25067718628,10.25,,,,98309.25067718628,Lower 80% of displacements
b 7 85,46161.56493622332,159.0,,,,557228.630907956,Lower 80% of displacements
b 7 85,541939.9813271656,123.0,,,,541939.9813271656,Lower 80% of displacements
b 7 85,498351.649635084,61.5,,,,498351.649635084,Lower 80% of displacements
b 7 85,432951.26594460226,41.0,,,,432951.26594460226,Lower 80% of displacements
b 7 85,355489.9063349782,30.75,,,,355489.9063349782,Lower 80% of displacements
b 7 85,277652.60582644073,24.6,,,,277652.60582644073,Lower 80% of displacements
b 7 85,211419.09275458372,20.5,,,,211419.09275458372,Lower 80% of displacements
b 7 85,166183.96285624726,17.57,,,,166183.96285624726,Lower 80% of displacements
b 7 85,143167.3420712049,15.37,,,,143167.3420712049,Lower 80% of displacements
b 7 85,133181.27649965687,13.67,,,,133181.27649965687,Lower 80% of displacements
b 7 85,125573.79186590976,12.3,,,,125573.79186590976,Lower 80% of displacements
b 7 85,115871.16154695659,11.18,,,,115871.16154695659,Lower 80% of displacements
b 7 85,104858.42578280008,10.25,,,,104858.42578280008,Lower 80% of displacements
b 7 90,47971.960569790324,159.0,,,,591487.6538012809,Lower 80% of displacements
b 7 90,575263.9505516413,123.0,,,,575263.9505516413,Lower 80% of displacements
b 7 90,529009.1129500966,61.5,,,,529009.1129500966,Lower 80% of displacements
b 7 90,459605.73731826013,41.0,,,,459605.73731826013,Lower 80% of displacements
b 7 90,377398.5669417268,30.75,,,,377398.5669417268,Lower 80% of displacements
b 7 90,294784.03897980537,24.6,,,,294784.03897980537,Lower 80% of displacements
b 7 90,224471.62464582507,20.5,,,,224471.62464582507,Lower 80% of displacements
b 7 90,176431.97666194,17.57,,,,176431.97666194,Lower 80% of displacements
b 7 90,151972.72289037268,15.37,,,,151972.72289037268,Lower 80% of displacements
b 7 90,141358.07478070178,13.67,,,,141358.07478070178,Lower 80% of displacements
b 7 90,133282.222332978,12.3,,,,133282.222332978,Lower 80% of displacements
b 7 90,122986.88451725406,11.18,,,,122986.88451725406,Lower 80% of displacements
b 7 90,111296.64799373246,10.25,,,,111296.64799373246,Lower 80% of displacements
b 7 95,49557.37903368259,159.0,,,,625693.4087052192,Lower 80% of displacements
b 7 95,608530.790902323,123.0,,,,608530.790902323,Lower 80% of displacements
b 7 95,559598.461033567,61.5,,,,559598.461033567,Lower 80% of displacements
b 7 95,486175.7911284792,41.0,,,,486175.7911284792,Lower 80% of displacements
b 7 95,399204.41836917755,30.75,,,,399204.41836917755,Lower 80% of displacements
b 7 95,311797.69528343785,24.6,,,,311797.69528343785,Lower 80% of displacements
b 7 95,237404.59233056562,20.5,,,,237404.59233056562,Lower 80% of displacements
b 7 95,186584.96551431218,17.57,,,,186584.96551431218,Lower 80% of displacements
b 7 95,160734.80515836706,15.37,,,,160734.80515836706,Lower 80% of displacements
b 7 95,149549.24751691497,13.67,,,,149549.24751691497,Lower 80% of displacements
b 7 95,141052.51797108413,12.3,,,,141052.51797108413,Lower 80% of displacements
b 7 95,130200.51184418649,11.18,,,,130200.51184418649,Lower 80% of displacements
b 7 95,117859.23656487495,10.25,,,,117859.23656487495,Lower 80% of displacements
b 7 100,51259.068899733014,159.0,,,,660295.2501407872,Lower 80% of displacements
b 7 100,642188.7672245278,123.0,,,,642188.7672245278,Lower 80% of displacements
b 7 100,590564.7087799709,61.5,,,,590564.7087799709,Lower 80% of displacements
b 7 100,513100.8848754287,41.0,,,,513100.8848754287,Lower 80% of displacements
b 7 100,421337.89199418155,30.75,,,,421337.89199418155,Lower 80% of displacements
b 7 100,329107.013866837,24.6,,,,329107.013866837,Lower 80% of displacements
b 7 100,250594.10168887512,20.5,,,,250594.10168887512,Lower 80% of displacements
b 7 100,196941.64135713602,17.57,,,,196941.64135713602,Lower 80% of displacements
b 7 100,169635.76360458654,15.37,,,,169635.76360458654,Lower 80% of displacements
b 7 100,157819.20913834052,13.67,,,,157819.20913834052,Lower 80% of displacements
b 7 100,148854.9524691994,12.3,,,,148854.9524691994,Lower 80% of displacements
b 7 100,137409.96076678237,11.18,,,,137409.96076678237,Lower 80% of displacements
b 7 100,124388.70513309597,10.25,,,,124388.70513309597,Lower 80% of displacements
b 8 55,37158.182137042386,159.0,,,340622.93936331396,,Upper 20% of displacements
b 8 55,331540.178441431,123.0,,,331540.178441431,,Upper 20% of displacements
b 8 55,305635.8751125559,61.5,,,305635.8751125559,,Upper 20% of displacements
b 8 55,266734.7914794977,41.0,,,266734.7914794977,,Upper 20% of displacements
b 8 55,220570.49559347393,30.75,,,220570.49559347393,,Upper 20% of displacements
b 8 55,173968.04646593376,24.6,,,173968.04646593376,,Upper 20% of displacements
b 8 55,133826.24825548564,20.5,,,133826.24825548564,,Upper 20% of displacements
b 8 55,105486.40593483603,17.57,,,105486.40593483603,,Upper 20% of displacements
b 8 55,89906.99546946865,15.37,,,89906.99546946865,,Upper 20% of displacements
b 8 55,82457.86980361713,13.67,,,82457.86980361713,,Upper 20% of displacements
b 8 55,77254.13775356596,12.3,,,77254.13775356596,,Upper 20% of displacements
b 8 55,71466.50420823086,11.18,,,71466.50420823086,,Upper 20% of displacements
b 8 55,65189.78912209524,10.25,,,65189.78912209524,,Upper 20% of displacements
b 8 60,37301.02908451466,159.0,,,,372480.22627491935,Lower 80% of displacements
b 8 60,362546.262534547,123.0,,,,362546.262534547,Lower 80% of displacements
b 8 60,334214.3214441492,61.5,,,,334214.3214441492,Lower 80% of displacements
b 8 60,291667.7745538991,41.0,,,,291667.7745538991,Lower 80% of displacements
b 8 60,241178.22668150975,30.75,,,,241178.22668150975,Lower 80% of displacements
b 8 60,190212.4245006615,24.6,,,,190212.4245006615,Lower 80% of displacements
b 8 60,146320.26860506245,20.5,,,,146320.26860506245,Lower 80% of displacements
b 8 60,115349.78234981923,17.57,,,,115349.78234981923,Lower 80% of displacements
b 8 60,98349.21466061154,15.37,,,,98349.21466061154,Lower 80% of displacements
b 8 60,90244.13484446243,13.67,,,,90244.13484446243,Lower 80% of displacements
b 8 60,84589.73601757866,12.3,,,,84589.73601757866,Lower 80% of displacements
b 8 60,78289.45590163812,11.18,,,,78289.45590163812,Lower 80% of displacements
b 8 60,71445.83462030182,10.25,,,,71445.83462030182,Lower 80% of displacements
b 8 65,40806.76961112779,159.0,,,404418.77285747475,,Upper 20% of displacements
b 8 65,393640.9260066271,123.0,,,393640.9260066271,,Upper 20% of displacements
b 8 65,362901.96041243005,61.5,,,362901.96041243005,,Upper 20% of displacements
b 8 65,316739.9588670058,41.0,,,316739.9588670058,,Upper 20% of displacements
b 8 65,261958.30853287468,30.75,,,261958.30853287468,,Upper 20% of displacements
b 8 65,206656.37790187556,24.6,,,206656.37790187556,,Upper 20% of displacements
b 8 65,159021.53096356455,20.5,,,159021.53096356455,,Upper 20% of displacements
b 8 65,125391.43269828429,17.57,,,125391.43269828429,,Upper 20% of displacements
b 8 65,106900.98885736064,15.37,,,106900.98885736064,,Upper 20% of displacements
b 8 65,98055.62616149553,13.67,,,98055.62616149553,,Upper 20% of displacements
b 8 65,91870.96470815105,12.3,,,91870.96470815105,,Upper 20% of displacements
b 8 65,84983.5209684934,11.18,,,84983.5209684934,,Upper 20% of displacements
b 8 65,77499.89417264688,10.25,,,77499.89417264688,,Upper 20% of displacements
b 8 70,41673.39125123256,159.0,,,436658.88915007305,,Upper 20% of displacements
b 8 70,425023.5816291194,123.0,,,425023.5816291194,,Upper 20% of displacements
b 8 70,391838.72834063746,61.5,,,391838.72834063746,,Upper 20% of displacements
b 8 70,342002.4325600446,41.0,,,342002.4325600446,,Upper 20% of displacements
